cohort,dataset,outcome,model,n,pearson_r,spearman_rho,prediction_sd,pearson_ci_2_5,pearson_ci_97_5,spearman_ci_2_5,spearman_ci_97_5,successful_bootstraps,metric_note,panel_order,drug_name,study_role,mechanism_class
GDSC2_heldout_all_expression_sources,GDSC2,AUC,Random forest,546,0.3970503434093928,0.2985752787708409,0.424016837771889,0.3287607535846493,0.4569898662978737,0.2116373187811193,0.3759994512933577,1000,Correlations only; PRISM and GDSC outcomes use different measurement scales.,4,talazoparib,Confirmatory extension,PARP inhibition
GDSC1_strict_sanger_heldout,GDSC1,LN_IC50,Mean baseline,323,,,2.220446049250313e-16,,,,,0,Correlations only; PRISM and GDSC outcomes use different measurement scales.,4,talazoparib,Confirmatory extension,PARP inhibition
GDSC1_strict_sanger_heldout,GDSC1,LN_IC50,Elastic Net,323,0.2277707793137129,0.1630119629850414,0.8238342596786513,0.1168376371583828,0.3352105421266443,0.049136158648485,0.2752976124304769,1000,Correlations only; PRISM and GDSC outcomes use different measurement scales.,4,talazoparib,Confirmatory extension,PARP inhibition
GDSC1_strict_sanger_heldout,GDSC1,LN_IC50,Random forest,323,0.1302958075975799,0.0196641076974903,0.415549691976413,0.0165922695826957,0.2406013767269373,-0.0855740615363113,0.1291259717188082,1000,Correlations only; PRISM and GDSC outcomes use different measurement scales.,4,talazoparib,Confirmatory extension,PARP inhibition
GDSC1_strict_sanger_heldout,GDSC1,AUC,Mean baseline,323,,,2.220446049250313e-16,,,,,0,Correlations only; PRISM and GDSC outcomes use different measurement scales.,4,talazoparib,Confirmatory extension,PARP inhibition
GDSC1_strict_sanger_heldout,GDSC1,AUC,Elastic Net,323,0.2424658993748612,0.1573912046384788,0.8238342596786513,0.1252860359380043,0.3436802699624708,0.0410949081480919,0.2646525097776699,1000,Correlations only; PRISM and GDSC outcomes use different measurement scales.,4,talazoparib,Confirmatory extension,PARP inhibition
GDSC1_strict_sanger_heldout,GDSC1,AUC,Random forest,323,0.1833035015199037,-0.0201882939801906,0.415549691976413,0.0620900183393864,0.2919518298666531,-0.1291708601834998,0.0906692949806787,1000,Correlations only; PRISM and GDSC outcomes use different measurement scales.,4,talazoparib,Confirmatory extension,PARP inhibition
GDSC1_heldout_all_expression_sources,GDSC1,LN_IC50,Mean baseline,511,,,0.0,,,,,0,Correlations only; PRISM and GDSC outcomes use different measurement scales.,4,talazoparib,Confirmatory extension,PARP inhibition
GDSC1_heldout_all_expression_sources,GDSC1,LN_IC50,Elastic Net,511,0.1925466496737547,0.1508004957119834,0.8061191669239778,0.1044451543095476,0.2734005715994772,0.0636105959581869,0.2352216562207103,1000,Correlations only; PRISM and GDSC outcomes use different measurement scales.,4,talazoparib,Confirmatory extension,PARP inhibition
GDSC1_heldout_all_expression_sources,GDSC1,LN_IC50,Random forest,511,0.1601189782563489,0.0681046391159203,0.4248470492995355,0.0746924170948635,0.2510387053603436,-0.020476956161309,0.1534483922472097,1000,Correlations only; PRISM and GDSC outcomes use different measurement scales.,4,talazoparib,Confirmatory extension,PARP inhibition
GDSC1_heldout_all_expression_sources,GDSC1,AUC,Mean baseline,511,,,0.0,,,,,0,Correlations only; PRISM and GDSC outcomes use different measurement scales.,4,talazoparib,Confirmatory extension,PARP inhibition
GDSC1_heldout_all_expression_sources,GDSC1,AUC,Elastic Net,511,0.2043026451734946,0.1533095429952802,0.8061191669239778,0.1150522843708976,0.2902512989231069,0.0623303750708867,0.244020015750281,1000,Correlations only; PRISM and GDSC outcomes use different measurement scales.,4,talazoparib,Confirmatory extension,PARP inhibition
GDSC1_heldout_all_expression_sources,GDSC1,AUC,Random forest,511,0.1851422534502029,0.0080732164441118,0.4248470492995355,0.0922663310446306,0.276509869391089,-0.082159321807115,0.0994641440020288,1000,Correlations only; PRISM and GDSC outcomes use different measurement scales.,4,talazoparib,Confirmatory extension,PARP inhibition
GDSC2_strict_sanger_heldout,GDSC2,LN_IC50,Mean baseline,352,,,2.220446049250313e-16,,,,,0,Correlations only; PRISM and GDSC outcomes use different measurement scales.,5,vorinostat,Confirmatory extension,HDAC inhibition
GDSC2_strict_sanger_heldout,GDSC2,LN_IC50,Elastic Net,352,0.111383580085573,0.037099035682605,0.760864205128872,-0.0078711009362269,0.2158670769258992,-0.0738062649003214,0.1432089653974782,1000,Correlations only; PRISM and GDSC outcomes use different measurement scales.,5,vorinostat,Confirmatory extension,HDAC inhibition
GDSC2_strict_sanger_heldout,GDSC2,LN_IC50,Random forest,352,0.3743905372302768,0.3830429485528634,0.3366383396212044,0.2898258659653065,0.4450518449263463,0.2927970864598754,0.4648494536399472,1000,Correlations only; PRISM and GDSC outcomes use different measurement scales.,5,vorinostat,Confirmatory extension,HDAC inhibition
GDSC2_strict_sanger_heldout,GDSC2,AUC,Mean baseline,352,,,2.220446049250313e-16,,,,,0,Correlations only; PRISM and GDSC outcomes use different measurement scales.,5,vorinostat,Confirmatory extension,HDAC inhibition
GDSC2_strict_sanger_heldout,GDSC2,AUC,Elastic Net,352,0.048839660372302,0.0141975981211108,0.760864205128872,-0.0607521981033847,0.1607600842918157,-0.0920686390303259,0.1178835761987307,1000,Correlations only; PRISM and GDSC outcomes use different measurement scales.,5,vorinostat,Confirmatory extension,HDAC inhibition
